id,openId,nickName,headUri,grade,honor,score,honorNum,skin,skinNum,curExp,ranks,t_length,t_bestKill,t_linkKill,e_length,e_bestKill,e_linkKill,nextGradeExp,latestLogin,createTime,updateTime,gender,language,city,province,contry
49,1533192983572,1533192983572,http://localhost:8000/uri/head.png,0,小青蛇,57504,0,1,1,0,322,0,0,0,0,0,0,500,"2018-08-02 14:56:23","2018-08-02 14:56:23","2018-08-03 15:52:17",0,'','','',''
50,1533192984291,1533192984291,http://localhost:8000/uri/head.png,0,小青蛇,98668,0,1,1,0,14,0,0,0,0,0,0,500,"2018-08-02 14:56:24","2018-08-02 14:56:24","2018-08-03 15:52:17",0,'','','',''
51,1533192985300,1533192985300,http://localhost:8000/uri/head.png,0,小青蛇,81066,0,1,1,0,148,0,0,0,0,0,0,500,"2018-08-02 14:56:25","2018-08-02 14:56:25","2018-08-03 15:52:17",0,'','','',''
52,1533192986202,1533192986202,http://localhost:8000/uri/head.png,0,小青蛇,96333,0,1,1,0,38,0,0,0,0,0,0,500,"2018-08-02 14:56:26","2018-08-02 14:56:26","2018-08-03 15:52:17",0,'','','',''
53,1533192987116,1533192987116,http://localhost:8000/uri/head.png,0,小青蛇,76745,0,1,1,0,184,0,0,0,0,0,0,500,"2018-08-02 14:56:27","2018-08-02 14:56:27","2018-08-03 15:52:17",0,'','','',''
54,1533192987812,1533192987812,http://localhost:8000/uri/head.png,0,小青蛇,5377,0,1,1,0,700,0,0,0,0,0,0,500,"2018-08-02 14:56:27","2018-08-02 14:56:27","2018-08-03 15:52:17",0,'','','',''
55,1533192999549,1533192999549,http://localhost:8000/uri/head.png,0,小青蛇,20011,0,1,1,0,601,0,0,0,0,0,0,500,"2018-08-02 14:56:39","2018-08-02 14:56:39","2018-08-03 15:52:17",0,'','','',''
56,1533193000054,1533193000054,http://localhost:8000/uri/head.png,0,小青蛇,37832,0,1,1,0,465,0,0,0,0,0,0,500,"2018-08-02 14:56:40","2018-08-02 14:56:40","2018-08-03 15:52:17",0,'','','',''
57,1533193000356,1533193000356,http://localhost:8000/uri/head.png,0,小青蛇,80713,0,1,1,0,152,0,0,0,0,0,0,500,"2018-08-02 14:56:40","2018-08-02 14:56:40","2018-08-03 15:52:17",0,'','','',''
58,1533193000796,1533193000796,http://localhost:8000/uri/head.png,0,小青蛇,9612,0,1,1,0,673,0,0,0,0,0,0,500,"2018-08-02 14:56:40","2018-08-02 14:56:40","2018-08-03 15:52:17",0,'','','',''
59,1533193001148,1533193001148,http://localhost:8000/uri/head.png,0,小青蛇,86539,0,1,1,0,122,0,0,0,0,0,0,500,"2018-08-02 14:56:41","2018-08-02 14:56:41","2018-08-03 15:52:17",0,'','','',''
60,1533193001701,1533193001701,http://localhost:8000/uri/head.png,0,小青蛇,37338,0,1,1,0,469,0,0,0,0,0,0,500,"2018-08-02 14:56:41","2018-08-02 14:56:41","2018-08-03 15:52:17",0,'','','',''
61,1533193002101,1533193002101,http://localhost:8000/uri/head.png,0,小青蛇,92617,0,1,1,0,65,0,0,0,0,0,0,500,"2018-08-02 14:56:42","2018-08-02 14:56:42","2018-08-03 15:52:17",0,'','','',''
62,1533193002403,1533193002403,http://localhost:8000/uri/head.png,0,小青蛇,83488,0,1,1,0,134,0,0,0,0,0,0,500,"2018-08-02 14:56:42","2018-08-02 14:56:42","2018-08-03 15:52:17",0,'','','',''
63,1533193002835,1533193002835,http://localhost:8000/uri/head.png,0,小青蛇,42597,0,1,1,0,427,0,0,0,0,0,0,500,"2018-08-02 14:56:42","2018-08-02 14:56:42","2018-08-03 15:52:17",0,'','','',''
64,1533193003132,1533193003132,http://localhost:8000/uri/head.png,0,小青蛇,44887,0,1,1,0,419,0,0,0,0,0,0,500,"2018-08-02 14:56:43","2018-08-02 14:56:43","2018-08-03 15:52:17",0,'','','',''
65,1533193003548,1533193003548,http://localhost:8000/uri/head.png,0,小青蛇,4219,0,1,1,0,710,0,0,0,0,0,0,500,"2018-08-02 14:56:43","2018-08-02 14:56:43","2018-08-03 15:52:17",0,'','','',''
66,1533193003955,1533193003955,http://localhost:8000/uri/head.png,0,小青蛇,79173,0,1,1,0,163,0,0,0,0,0,0,500,"2018-08-02 14:56:43","2018-08-02 14:56:43","2018-08-03 15:52:17",0,'','','',''
67,1533193004453,1533193004453,http://localhost:8000/uri/head.png,0,小青蛇,95683,0,1,1,0,45,0,0,0,0,0,0,500,"2018-08-02 14:56:44","2018-08-02 14:56:44","2018-08-03 15:52:17",0,'','','',''
68,1533193004827,1533193004827,http://localhost:8000/uri/head.png,0,小青蛇,14710,0,1,1,0,634,0,0,0,0,0,0,500,"2018-08-02 14:56:44","2018-08-02 14:56:44","2018-08-03 15:52:17",0,'','','',''
69,1533193005259,1533193005259,http://localhost:8000/uri/head.png,0,小青蛇,95737,0,1,1,0,44,0,0,0,0,0,0,500,"2018-08-02 14:56:45","2018-08-02 14:56:45","2018-08-03 15:52:17",0,'','','',''
70,1533193005684,1533193005684,http://localhost:8000/uri/head.png,0,小青蛇,89425,0,1,1,0,91,0,0,0,0,0,0,500,"2018-08-02 14:56:45","2018-08-02 14:56:45","2018-08-03 15:52:17",0,'','','',''
71,1533193006067,1533193006067,http://localhost:8000/uri/head.png,0,小青蛇,79743,0,1,1,0,160,0,0,0,0,0,0,500,"2018-08-02 14:56:46","2018-08-02 14:56:46","2018-08-03 15:52:17",0,'','','',''
72,1533193006435,1533193006435,http://localhost:8000/uri/head.png,0,小青蛇,47272,0,1,1,0,400,0,0,0,0,0,0,500,"2018-08-02 14:56:46","2018-08-02 14:56:46","2018-08-03 15:52:17",0,'','','',''
73,1533193006757,1533193006757,http://localhost:8000/uri/head.png,0,小青蛇,12771,0,1,1,0,650,0,0,0,0,0,0,500,"2018-08-02 14:56:46","2018-08-02 14:56:46","2018-08-03 15:52:17",0,'','','',''
74,1533193007099,1533193007099,http://localhost:8000/uri/head.png,0,小青蛇,84338,0,1,1,0,130,0,0,0,0,0,0,500,"2018-08-02 14:56:47","2018-08-02 14:56:47","2018-08-03 15:52:17",0,'','','',''
75,1533193007391,1533193007391,http://localhost:8000/uri/head.png,0,小青蛇,11640,0,1,1,0,659,0,0,0,0,0,0,500,"2018-08-02 14:56:49","2018-08-02 14:56:49","2018-08-03 15:52:17",0,'','','',''
76,1533193042769,1533193042769,http://localhost:8000/uri/head.png,0,小青蛇,35820,0,1,1,0,482,0,0,0,0,0,0,500,"2018-08-02 14:57:22","2018-08-02 14:57:22","2018-08-04 15:20:06",0,'','','',''
77,1533193043334,1533193043333,http://localhost:8000/uri/head.png,0,小青蛇,42928,0,1,1,0,426,0,0,0,0,0,0,500,"2018-08-02 14:57:23","2018-08-02 14:57:23","2018-08-03 15:52:17",0,'','','',''
78,1533193043725,1533193043725,http://localhost:8000/uri/head.png,0,小青蛇,96604,0,1,1,0,37,0,0,0,0,0,0,500,"2018-08-02 14:57:23","2018-08-02 14:57:23","2018-08-03 15:52:17",0,'','','',''
79,1533193044020,1533193044020,http://localhost:8000/uri/head.png,0,小青蛇,17850,0,1,1,0,615,0,0,0,0,0,0,500,"2018-08-02 14:57:24","2018-08-02 14:57:24","2018-08-03 15:52:17",0,'','','',''
80,1533193044346,1533193044345,http://localhost:8000/uri/head.png,0,小青蛇,21440,0,1,1,0,590,0,0,0,0,0,0,500,"2018-08-02 14:57:24","2018-08-02 14:57:24","2018-08-03 15:52:17",0,'','','',''
81,1533193044595,1533193044595,http://localhost:8000/uri/head.png,0,小青蛇,82562,0,1,1,0,140,0,0,0,0,0,0,500,"2018-08-02 14:57:24","2018-08-02 14:57:24","2018-08-03 15:52:17",0,'','','',''
82,1533193044843,1533193044843,http://localhost:8000/uri/head.png,0,小青蛇,53101,0,1,1,0,352,0,0,0,0,0,0,500,"2018-08-02 14:57:24","2018-08-02 14:57:24","2018-08-03 15:52:17",0,'','','',''
83,1533193045091,1533193045091,http://localhost:8000/uri/head.png,0,小青蛇,15834,0,1,1,0,630,0,0,0,0,0,0,500,"2018-08-02 14:57:25","2018-08-02 14:57:25","2018-08-03 15:52:17",0,'','','',''
84,1533193045347,1533193045346,http://localhost:8000/uri/head.png,0,小青蛇,59001,0,1,1,0,309,0,0,0,0,0,0,500,"2018-08-02 14:57:25","2018-08-02 14:57:25","2018-08-03 15:52:17",0,'','','',''
85,1533193045580,1533193045579,http://localhost:8000/uri/head.png,0,小青蛇,87824,0,1,1,0,108,0,0,0,0,0,0,500,"2018-08-02 14:57:25","2018-08-02 14:57:25","2018-08-03 15:52:17",0,'','','',''
86,1533193045843,1533193045843,http://localhost:8000/uri/head.png,0,小青蛇,38617,0,1,1,0,462,0,0,0,0,0,0,500,"2018-08-02 14:57:25","2018-08-02 14:57:25","2018-08-03 15:52:17",0,'','','',''
87,1533193046074,1533193046073,http://localhost:8000/uri/head.png,0,小青蛇,54355,0,1,1,0,337,0,0,0,0,0,0,500,"2018-08-02 14:57:26","2018-08-02 14:57:26","2018-08-03 15:52:17",0,'','','',''
88,1533193046330,1533193046330,http://localhost:8000/uri/head.png,0,小青蛇,68488,0,1,1,0,243,0,0,0,0,0,0,500,"2018-08-02 14:57:26","2018-08-02 14:57:26","2018-08-03 15:52:17",0,'','','',''
89,1533193046569,1533193046569,http://localhost:8000/uri/head.png,0,小青蛇,89589,0,1,1,0,88,0,0,0,0,0,0,500,"2018-08-02 14:57:26","2018-08-02 14:57:26","2018-08-03 15:52:17",0,'','','',''
90,1533193046810,1533193046810,http://localhost:8000/uri/head.png,0,小青蛇,72174,0,1,1,0,223,0,0,0,0,0,0,500,"2018-08-02 14:57:26","2018-08-02 14:57:26","2018-08-03 15:52:17",0,'','','',''
91,1533193047122,1533193047122,http://localhost:8000/uri/head.png,0,小青蛇,74687,0,1,1,0,204,0,0,0,0,0,0,500,"2018-08-02 14:57:27","2018-08-02 14:57:27","2018-08-03 15:52:17",0,'','','',''
92,1533193047363,1533193047363,http://localhost:8000/uri/head.png,0,小青蛇,44810,0,1,1,0,421,0,0,0,0,0,0,500,"2018-08-02 14:57:27","2018-08-02 14:57:27","2018-08-03 15:52:17",0,'','','',''
93,1533193047667,1533193047667,http://localhost:8000/uri/head.png,0,小青蛇,26601,0,1,1,0,555,0,0,0,0,0,0,500,"2018-08-02 14:57:27","2018-08-02 14:57:27","2018-08-03 15:52:17",0,'','','',''
94,1533193047938,1533193047937,http://localhost:8000/uri/head.png,0,小青蛇,58552,0,1,1,0,313,0,0,0,0,0,0,500,"2018-08-02 14:57:27","2018-08-02 14:57:27","2018-08-03 15:52:17",0,'','','',''
95,1533193048227,1533193048227,http://localhost:8000/uri/head.png,0,小青蛇,66825,0,1,1,0,258,0,0,0,0,0,0,500,"2018-08-02 14:57:28","2018-08-02 14:57:28","2018-08-03 15:52:17",0,'','','',''
96,1533193048506,1533193048506,http://localhost:8000/uri/head.png,0,小青蛇,27923,0,1,1,0,545,0,0,0,0,0,0,500,"2018-08-02 14:57:32","2018-08-02 14:57:32","2018-08-03 15:52:17",0,'','','',''
97,1533193053570,1533193053570,http://localhost:8000/uri/head.png,0,小青蛇,31963,0,1,1,0,516,0,0,0,0,0,0,500,"2018-08-02 14:57:33","2018-08-02 14:57:33","2018-08-04 14:20:26",0,'','','',''
98,1533193054649,1533193054649,http://localhost:8000/uri/head.png,0,小青蛇,89356,0,1,1,0,93,0,0,0,0,0,0,500,"2018-08-02 14:57:34","2018-08-02 14:57:34","2018-08-03 15:52:17",0,'','','',''
99,1533193055315,1533193055315,http://localhost:8000/uri/head.png,0,小青蛇,99931,0,1,1,0,2,0,0,0,0,0,0,500,"2018-08-02 14:57:35","2018-08-02 14:57:35","2018-08-03 15:50:37",0,'','','',''
100,1533193055691,1533193055691,http://localhost:8000/uri/head.png,0,小青蛇,70722,0,1,1,0,231,0,0,0,0,0,0,500,"2018-08-02 14:57:35","2018-08-02 14:57:35","2018-08-03 15:52:17",0,'','','',''
101,1533193056003,1533193056003,http://localhost:8000/uri/head.png,0,小青蛇,36765,0,1,1,0,472,0,0,0,0,0,0,500,"2018-08-02 14:57:36","2018-08-02 14:57:36","2018-08-03 15:52:17",0,'','','',''
102,1533193056283,1533193056283,http://localhost:8000/uri/head.png,0,小青蛇,6326,0,1,1,0,696,0,0,0,0,0,0,500,"2018-08-02 14:57:36","2018-08-02 14:57:36","2018-08-03 15:52:17",0,'','','',''
103,1533193056491,1533193056491,http://localhost:8000/uri/head.png,0,小青蛇,75963,0,1,1,0,189,0,0,0,0,0,0,500,"2018-08-02 14:57:36","2018-08-02 14:57:36","2018-08-03 15:52:17",0,'','','',''
104,1533193056713,1533193056713,http://localhost:8000/uri/head.png,0,小青蛇,76933,0,1,1,0,182,0,0,0,0,0,0,500,"2018-08-02 14:57:36","2018-08-02 14:57:36","2018-08-03 15:52:17",0,'','','',''
105,1533193056993,1533193056993,http://localhost:8000/uri/head.png,0,小青蛇,4944,0,1,1,0,704,0,0,0,0,0,0,500,"2018-08-02 14:57:37","2018-08-02 14:57:37","2018-08-03 15:52:17",0,'','','',''
106,1533193057234,1533193057234,http://localhost:8000/uri/head.png,0,小青蛇,91061,0,1,1,0,75,0,0,0,0,0,0,500,"2018-08-02 14:57:37","2018-08-02 14:57:37","2018-08-03 15:52:17",0,'','','',''
107,1533193057482,1533193057482,http://localhost:8000/uri/head.png,0,小青蛇,64430,0,1,1,0,277,0,0,0,0,0,0,500,"2018-08-02 14:57:37","2018-08-02 14:57:37","2018-08-03 15:52:17",0,'','','',''
108,1533193057714,1533193057714,http://localhost:8000/uri/head.png,0,小青蛇,39061,0,1,1,0,457,0,0,0,0,0,0,500,"2018-08-02 14:57:37","2018-08-02 14:57:37","2018-08-03 15:52:17",0,'','','',''
109,1533193057954,1533193057954,http://localhost:8000/uri/head.png,0,小青蛇,2017,0,1,1,0,720,0,0,0,0,0,0,500,"2018-08-02 14:57:37","2018-08-02 14:57:37","2018-08-03 15:52:17",0,'','','',''
110,1533193058170,1533193058169,http://localhost:8000/uri/head.png,0,小青蛇,39105,0,1,1,0,456,0,0,0,0,0,0,500,"2018-08-02 14:57:38","2018-08-02 14:57:38","2018-08-03 15:52:17",0,'','','',''
111,1533193058379,1533193058379,http://localhost:8000/uri/head.png,0,小青蛇,51542,0,1,1,0,363,0,0,0,0,0,0,500,"2018-08-02 14:57:38","2018-08-02 14:57:38","2018-08-03 15:52:17",0,'','','',''
112,1533193058578,1533193058578,http://localhost:8000/uri/head.png,0,小青蛇,97544,0,1,1,0,25,0,0,0,0,0,0,500,"2018-08-02 14:57:38","2018-08-02 14:57:38","2018-08-03 15:52:17",0,'','','',''
113,1533193058795,1533193058795,http://localhost:8000/uri/head.png,0,小青蛇,36154,0,1,1,0,480,0,0,0,0,0,0,500,"2018-08-02 14:57:38","2018-08-02 14:57:38","2018-08-04 16:00:28",0,'','','',''
114,1533193058994,1533193058994,http://localhost:8000/uri/head.png,0,小青蛇,10327,0,1,1,0,667,0,0,0,0,0,0,500,"2018-08-02 14:57:39","2018-08-02 14:57:39","2018-08-03 15:52:17",0,'','','',''
115,1533193059177,1533193059177,http://localhost:8000/uri/head.png,0,小青蛇,9018,0,1,1,0,677,0,0,0,0,0,0,500,"2018-08-02 14:57:39","2018-08-02 14:57:39","2018-08-03 15:52:17",0,'','','',''
116,1533193059387,1533193059386,http://localhost:8000/uri/head.png,0,小青蛇,94993,0,1,1,0,50,0,0,0,0,0,0,500,"2018-08-02 14:57:42","2018-08-02 14:57:42","2018-08-03 15:52:17",0,'','','',''
117,1533193059811,1533193059810,http://localhost:8000/uri/head.png,0,小青蛇,62827,0,1,1,0,288,0,0,0,0,0,0,500,"2018-08-02 14:57:43","2018-08-02 14:57:43","2018-08-03 15:52:17",0,'','','',''
118,1533193060828,1533193060828,http://localhost:8000/uri/head.png,0,小青蛇,72352,0,1,1,0,222,0,0,0,0,0,0,500,"2018-08-02 14:57:44","2018-08-02 14:57:44","2018-08-03 15:52:17",0,'','','',''
119,1533193061249,1533193061248,http://localhost:8000/uri/head.png,0,小青蛇,15630,0,1,1,0,631,0,0,0,0,0,0,500,"2018-08-02 14:57:45","2018-08-02 14:57:45","2018-08-03 15:52:17",0,'','','',''
120,1533193061876,1533193061876,http://localhost:8000/uri/head.png,0,小青蛇,49452,0,1,1,0,380,0,0,0,0,0,0,500,"2018-08-02 14:57:45","2018-08-02 14:57:45","2018-08-03 15:52:17",0,'','','',''
121,1533193062369,1533193062369,http://localhost:8000/uri/head.png,0,小青蛇,46940,0,1,1,0,401,0,0,0,0,0,0,500,"2018-08-02 14:57:46","2018-08-02 14:57:46","2018-08-03 15:52:17",0,'','','',''
122,1533193062841,1533193062841,http://localhost:8000/uri/head.png,0,小青蛇,71304,0,1,1,0,228,0,0,0,0,0,0,500,"2018-08-02 14:57:46","2018-08-02 14:57:46","2018-08-03 15:52:17",0,'','','',''
